web-scraper-order;web-scraper-start-url;URL;URL-href;Title;Date
1685289240-46;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=704;"Sachbuch ""Selbst Denken"": Widerstand leisten – nur wie?";https://www.zeit.de/2013/12/Harald-Welzer-Selbst-Denken;Widerstand leisten – nur wie?;14.03.2013
1685289243-47;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=704;"Fukushima: Die ""German Angst""";https://www.zeit.de/2013/12/Fukushima-Deutschland-Angst;"Die ""German Angst""";14.03.2013
1685289247-48;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=704;Energieverbrauch: Raimund Schlenk rettet die Welt;https://www.zeit.de/wirtschaft/2013-03/Weltretter-Raimund-Schlenk;Raimund Schlenk rettet die Welt;20.03.2013
1685289251-49;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=704;Psychologie: Leider gut;https://www.zeit.de/2013/13/Leben-Welt-Psyche-Medien;Leider gut;21.03.2013
1685289254-50;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=704;Grüne Energie in den USA: Die Amerikaner finden ihre grüne Ader;https://www.zeit.de/2013/13/Gruene-Energie-USA;Mit der Kraft des Windes;21.03.2013
1685289261-51;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Wohlstands-Debatte: Hohes Wachstum wäre ein Wunder;https://www.zeit.de/2013/13/Wirtschaftswachstum-Konsum-Kapitalismus;Schaut einfach auf die Fakten!;21.03.2013
1685289264-52;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Silicon Valley: Abrechnung mit der Netz-Euphorie;https://www.zeit.de/2013/13/Internettheoretiker-Evgeny-Morozov;Ketzer des Netzes;21.03.2013
1685289267-53;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Sachbuch: Eine Liebeserklärung an Institutionen;https://www.zeit.de/2013/13/Daron-Acemoglu-James-A-Robinson-Warum-Nationen-scheitern;Wenn Vertrauen schwindet;21.03.2013
1685289270-54;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Umweltverschmutzung: Das Ruhrgebiet ist so sauber wie nie zuvor;https://www.zeit.de/2013/13/Ruhrgebiet-Umweltschutz;Alles so sauber;21.03.2013
1685289273-55;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Artenschutzkonferenz in Doha: Mehr Schutz für Elefant, Tiger und Thunfisch;https://www.zeit.de/wissen/umwelt/2010-03/cites-artenschutzabkommen-2;Mehr Schutz für Elefant, Tiger und Thunfisch;13.03.2010
1685289276-56;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Grönland: Soweit die Pfoten tragen;https://www.zeit.de/reisen/2013-03/groenland-hundeschlitten;Soweit die Pfoten tragen;01.04.2013
1685289279-57;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Metropole Dhaka: Ordung für chaotisch wuchernde Megacitys;https://www.zeit.de/2013/15/megacity-dhaka-urbanisierung;Willkommen im Chaos;04.04.2013
1685289282-58;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Klimawandel: Die neuen Flüchtlinge;https://www.zeit.de/politik/ausland/2013-04/Migration-Umwelt-Klima-Nansen;Die neuen Flüchtlinge;10.04.2013
1685289290-59;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Atomkraft: Endlager? Brauchen wir nicht!;https://www.zeit.de/2013/16/endlager-atommuell-einigung;Endlager? Brauchen wir nicht!;11.04.2013
1685289294-60;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=703;Schule: Sind Sie der bessere Lehrer, Herr Precht?;https://www.zeit.de/2013/16/richard-david-precht-schulsystem;Sind Sie der bessere Lehrer, Herr Precht?;11.04.2013
1685289300-61;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;Prinzipien für eine Bildungsreform: Schule kann mehr;https://www.zeit.de/2013/16/richard-david-precht-schule-bildungsreform;Schule kann mehr;11.04.2013
1685289303-62;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;Bundestagsenquete: Der starke Fortschrittsfetisch;https://www.zeit.de/wirtschaft/2013-04/wachstum-enquete-kommission;Der starke Fortschrittsfetisch;14.04.2013
1685289306-63;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;Hirnforschung: Ohne Belohnung läuft gar nichts;https://www.zeit.de/karriere/beruf/2013-02/hirnforschung-klimawandel-belohnung-verhalten;Ohne Belohnung läuft gar nichts;14.04.2013
1685289309-64;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;Klimapolitik: Europaparlament stoppt Reform des Emissionshandels;https://www.zeit.de/wirtschaft/2013-04/emissionshandel-reform-parlament;Europaparlament stoppt Reform des Emissionshandels;16.04.2013
1685289312-65;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;Demografie: Die Macht der Babyboomer, das Elend der Jugend;https://www.zeit.de/2013/17/demografie-babyboomer;Die schon wieder!;18.04.2013
1685289315-66;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;Martenstein: Über die Überraschungen des Klimawandels;https://www.zeit.de/2013/17/harald-martenstein-klimawandel;Über die Überraschungen des Klimawandels;18.04.2013
1685289318-67;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;"Umweltaktivist Felix Finkbeiner: ""Mein Traum wächst jeden Tag""";https://www.zeit.de/2013/17/traum-felix-finkbeiner;Mein Traum wächst jeden Tag;18.04.2013
1685289321-68;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;"Emissionshandel: ""Rösler ist auf der Seite von Zypern und Griechenland""";https://www.zeit.de/wirtschaft/2013-04/emissionshandel-eu-parlament-peter-liese;Rösler ist auf der Seite von Zypern und Griechenland;18.04.2013
1685289324-69;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;Ski-Tourismus: Den bayrischen Alpen zerschmilzt der Schnee;https://www.zeit.de/reisen/2013-04/bayern-alpen-schnee;Den bayrischen Alpen zerschmilzt der Schnee;18.04.2013
1685289327-70;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=702;"Film ""Thin Ice"": Gegenwehr macht Klimaforscher unglaubwürdig";https://www.zeit.de/wissen/umwelt/2013-04/thin-ice-klimawandel;Gegenwehr macht Klimaforscher unglaubwürdig;23.04.2013
1685289333-71;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;Energiepolitik: Die Industrielobby siegt wieder;https://www.zeit.de/wirtschaft/2013-04/klima-energiepolitik-kohlelobby;Die Industrielobby siegt wieder;25.04.2013
1685289336-72;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;Geotektonik: Der Klimawandel heizt explosiven Vulkanen ein;https://www.zeit.de/wissen/umwelt/2013-01/geotektonik-vulkane-klima-erderwaermung;Der Klimawandel heizt explosiven Vulkanen ein;11.01.2013
1685289339-73;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;Kranke Bäume: Ein Pilz tötet Europas Eschen;https://www.zeit.de/wissen/umwelt/2012-11/baeume-eschen-sterben-pilz-befall;Ein Pilz tötet Europas Eschen;27.11.2012
1685289344-74;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;"Geboren 2012: ""Unsere Fehler sind Eure Herausforderungen""";https://www.zeit.de/wissen/umwelt/2012-02/geboren-2012-nachhaltigkeit;Unsere Fehler sind Eure Herausforderungen;28.02.2012
1685289347-75;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;US-Kolumne: Deutsche träumen vom Untergang, Amerikaner vom Erfolg;https://www.zeit.de/gesellschaft/zeitgeschehen/2013-02/usa-kolumne-sachbuch-politik-frank-schirrmacher-ego-malcolm-gladwell;;28.02.2013
1685289352-76;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;Islam und Christentum: Mit zweierlei Maß gemessen;https://www.zeit.de/politik/2010-10/islam-christentum-sarrazin;Mit zweierlei Maß gemessen;10.10.2010
1685289355-77;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;Papst in Großbritannien: Benedikt, wie ein Fremdkörper im Multikulti-Land;https://www.zeit.de/gesellschaft/zeitgeschehen/2010-09/papst-grossbritannien;Benedikt wie ein Fremdkörper im Multikulti-Land;17.09.2010
1685289358-78;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;Das Ende der Aufklärung?: Rein ins Handgemenge!;https://www.zeit.de/zeit-geschichte/2010/02/Streitgespraech-Safranski-Greffrath;Rein ins Handgemenge!;11.05.2010
1685289361-79;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;Saatgut: Rettet die Vielfalt!;https://www.zeit.de/2013/19/zulassung-pflanzensorten-saatgut;Rettet die Vielfalt!;02.05.2013
1685289364-80;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=701;Umwelt-Beirat: FDP will Klimaforscher Schellnhuber als Berater loswerden;https://www.zeit.de/politik/deutschland/2013-05/schellnhuber-fdp-streit;FDP will Klimaforscher Schellnhuber als Berater loswerden;03.05.2013
1685289370-81;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;Alltag: Das Normale zu erklären, ist kompliziert;https://www.zeit.de/2013/20/normalitaet-normen-und-grenzen;Was ist normal?;08.05.2013
1685289373-82;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;Klimawandel: Grönlands Gletscher schmelzen chaotisch;https://www.zeit.de/wissen/umwelt/2013-05/Groenland-Gletscher-Meeresspiegel-Studie;Grönlands Gletscher schmelzen chaotisch;08.05.2013
1685289378-83;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;Klimawandel: Das ewige Eis wird schmelzen;https://www.zeit.de/wissen/umwelt/2013-05/arktis-eis-schmelzen;Das ewige Eis wird schmelzen;09.05.2013
1685289381-84;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;CO2-Emissionen: Klimaerwärmung legt Pause ein;https://www.zeit.de/wissen/umwelt/2013-05/erderwaermung-studie-prognose;Klimaerwärmung legt Pause ein;20.05.2013
1685289384-85;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;"Bevölkerungsforschung: ""Ich beneide die heutigen Studenten""";https://www.zeit.de/campus/2013/03/demografie-arbeit-lebensdauer-james-vaupel;Ich beneide die heutigen Studenten;16.04.2013
1685289387-86;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;"Tornado in Oklahoma: ""Gegen so einen Sturm kann man sich kaum wappnen""";https://www.zeit.de/wissen/umwelt/2013-05/Tornado-USA-Oklahoma-Interview;Gegen so einen Sturm kann man sich kaum wappnen;21.05.2013
1685289390-87;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;Gartenschau: Ich pflanz' mir einen Cocktail;https://www.zeit.de/lebensart/2013-05/chelsea-fringe-london-gaerten;Ich pflanz' mir einen Cocktail;21.05.2013
1685289393-88;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;Studie: Es gibt keine Gewissheit über den Klimawandel;https://www.zeit.de/2013/22/klimawandel-temperaturanstieg-korrektur;Wandel im Klimawandel;23.05.2013
1685289396-89;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;Donnerstalk: Schnee am Amazonas;https://www.zeit.de/2013/22/donnerstalk-oesterreich-sporterfolge;Schnee am Amazonas;23.05.2013
1685289399-90;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=700;Klimawandel: So schnell kippt kein Regenwald um;https://www.zeit.de/wissen/umwelt/2013-04/amazonas-regenwald;So schnell kippt kein Regenwald um;01.04.2013
1685289406-91;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Arktis: Eisschmelze bringt Polarforscher in Lebensgefahr;https://www.zeit.de/wissen/umwelt/2013-05/nordpolarmeer-russland-forschungsstation;Eisschmelze bringt Polarforscher in Lebensgefahr;26.05.2013
1685289409-92;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Rohstoffe: Stoppt die Ausbeutung der Arktis!;https://www.zeit.de/2013/23/rohstoffe-arktis;Rettet die Arktis!;29.05.2013
1685289412-93;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Vereinte Nationen: UN-Experten legen Plan gegen weltweite Armut vor;https://www.zeit.de/politik/ausland/2013-05/vereinte-nationen-plan-armut-bekaempfung;UN-Experten legen Plan gegen weltweite Armut vor;31.05.2013
1685289415-94;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Mensch und Natur: Wir Wettergötter;https://www.zeit.de/2013/24/hochwasser;Wir Wettergötter;06.06.2013
1685289418-95;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Wissen in Bildern: Wetter verrückt;https://www.zeit.de/2013/24/infografik-extremwetter;Wetter verrückt;06.06.2013
1685289421-96;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Obama und Xi: Aufsteiger trifft Platzhirsch;https://www.zeit.de/politik/ausland/2013-06/obama-xi-usa-china-macht;Aufsteiger trifft Platzhirsch;06.06.2013
1685289424-97;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;"Philosoph Michael Sandel: ""Gute Fragen sind einfach""";https://www.zeit.de/2013/25/philosoph-michael-sandel-fragen;Gute Fragen sind einfach;13.06.2013
1685289427-98;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Flut: Geht die Angst so schnell wie das Wasser?;https://www.zeit.de/2013/25/sachsen-flut-lehren;Alles sacken lassen;13.06.2013
1685289430-99;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Energiewende: Lieber Peter Altmaier, wachen Sie auf!;https://www.zeit.de/2013/25/energiewende-brief-altmaier;Aufwachen, Peter Altmaier!;13.06.2013
1685289433-100;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=699;Dirigentinnen: Wie kommt die Frau zum Taktstock?;https://www.zeit.de/2013/25/dirigentinnen-klassik-taktstock;Wie kommt die Frau zum Taktstock?;13.06.2013
1685289439-101;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=698;Nachhaltige Geschäftsideen: Womit soziale Gründer Geld verdienen;https://www.zeit.de/wirtschaft/unternehmen/2013-05/nachhaltige-geschaeftsideen-soziale-unternehmen;Womit soziale Gründer Geld verdienen;13.06.2013
1685289444-102;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=698;Mittelalter: Deutschlands Jahrtausendflut;https://www.zeit.de/wissen/umwelt/2013-06/hochwasser-magdalenenflut;Deutschlands Jahrtausendflut;17.06.2013
1685289447-103;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=698;Hochwasser-Folgen: Jetzt kommt die Mückenplage;https://www.zeit.de/wissen/umwelt/2013-06/mueckenplage-hochwasser;Jetzt kommt die Mückenplage;18.06.2013
1685289450-104;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=698;Besuch des US-Präsidenten: Obama will atomare Abrüstung vorantreiben;https://www.zeit.de/politik/deutschland/2013-06/barack-obama-berlin-tegel-ankunft;Obama will atomare Abrüstung vorantreiben;18.06.2013
1685289454-105;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=698;US-Präsident: Obamas Rede im Wortlaut;https://www.zeit.de/politik/deutschland/2013-06/obama-rede-wortlaut;Obamas Rede im Wortlaut;19.06.2013
1685289457-106;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=698;Die Obama Protokolle: Tschühüs, Mr. President!;https://www.zeit.de/politik/deutschland/2013-06/obama-besuch-berlin;Tschühüs, Mr. President!;18.06.2013
