web-scraper-order;web-scraper-start-url;URL;URL-href;Title;Date
1685119128-18;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=476;Online-Profile: Hitliste der abgedroschenen Selbstbeschreibungen;https://www.zeit.de/karriere/bewerbung/2012-12/online-profile-selbstbeschreibung-linkedin;Hitliste der abgedroschenen Selbstbeschreibungen;28.12.2012
1685119133-19;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=476;François Hollande: Links ist er – aber nicht pragmatisch;https://www.zeit.de/2013/02/Frankreich-Hollande-Reformen;Der Schröder von Paris?;03.01.2013
1685119136-20;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=476;"Susanna Camusso: ""Monti hat alles falsch gemacht""";https://www.zeit.de/2013/02/Susanna-Camusso-Gewerkschaft-CGIL-Italien;Monti hat alles falsch gemacht;03.01.2013
1685119142-21;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;FDP: Warum Philipp Rösler als Parteichef scheiterte;https://www.zeit.de/2013/02/Philipp-Roesler-Schicksal;Der Fremde;03.01.2013
1685119145-22;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;Konjunktur: Wirtschaftsflaute in Europa belastet deutschen Arbeitsmarkt;https://www.zeit.de/wirtschaft/2013-01/agentur-arbeit-arbeitslosigkeit;Wirtschaftsflaute in Europa belastet deutschen Arbeitsmarkt;03.01.2013
1685119148-23;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;Dezember 2012: Spanien meldet Rückgang der Arbeitslosigkeit;https://www.zeit.de/wirtschaft/2013-01/spanien-regierung-arbeitslosigkeit-rueckgang;Spanien meldet Rückgang der Arbeitslosigkeit;03.01.2013
1685119151-24;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;Euro-Krise: EU verweigert Frankreich mehr Zeit zum Sparen;https://www.zeit.de/wirtschaft/2013-01/frankreich-sparauflagen-zeit;EU verweigert Frankreich mehr Zeit zum Sparen;04.01.2013
1685119154-25;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;"EU-Kommission: ""2012 war ein weiteres schlechtes Jahr für Europa""";https://www.zeit.de/wirtschaft/2013-01/eu-nord-sued-spaltung;2012 war ein weiteres schlechtes Jahr für Europa;08.01.2013
1685119157-26;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;Frankreich: Das Dilemma der französischen Gewerkschaften;https://www.zeit.de/wirtschaft/2013-01/frankreich-gewerkschaft-arbeitsmarkt;Das Dilemma der französischen Gewerkschaften;08.01.2013
1685119160-27;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;"Streitgespräch: ""Wir werden nicht gewählt für Koalitionen""";https://www.zeit.de/2013/03/Streitgespraech-Goering-Eckardt-von-der-Leyen;Verfeindet oder verbündet?;10.01.2013
1685119166-29;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;CDU-Fraktionsvize: Wie Michael Fuchs einen Schlapphut bekam;https://www.zeit.de/politik/deutschland/2013-01/cdu-michael-fuchs-vortraege-hakluyt-company;Wie Michael Fuchs einen Schlapphut bekam;11.01.2013
1685119169-30;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=475;Gewerkschaften: Frankreichs vergiftete Arbeitsmarktreform;https://www.zeit.de/wirtschaft/2013-01/frankreich-gewerkschaft-reform;Frankreichs vergiftete Arbeitsmarktreform;12.01.2013
1685119189-31;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;Steuermodell: Mit dem Ehegattensplitting Wahlkampf machen;https://www.zeit.de/politik/2013-01/Reform-Ehegattensplitting-Opposition;Mit dem Ehegattensplitting Wahlkampf machen;14.01.2013
1685119194-32;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;Feierabend: Die Deutschen entdecken die Freizeit;https://www.zeit.de/2013/04/Feierabend-Industrie-Puschendeutschland;Puschendeutschland;17.01.2013
1685119197-33;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;Frauen in der Türkei: Frauenverachtung von gestern;https://www.zeit.de/2013/04/Tuerkei-Frauenfeindlichkeit-Frauenrechte;Verachtung von gestern;17.01.2013
1685119200-34;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;Frankreich: Frankreichs Bündnis für Arbeit;https://www.zeit.de/2013/04/Frankreich-Arbeitsrecht-Wirtschaftsklima;Bündnis für Arbeit;17.01.2013
1685119203-35;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;Djindjic-Stiftung: Serbiens Nachwuchs baut den Weg nach Europa;https://www.zeit.de/politik/ausland/2012-12/Stiftung-Serbien-Deutschland;Serbiens Nachwuchs baut den Weg nach Europa;28.12.2012
1685119206-36;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;"Griechischer Wirtschaftsminister: ""Wir wollen die Troika nicht an der Nase herumführen""";https://www.zeit.de/wirtschaft/2013-01/interview-hatzidakis;Wir wollen die Troika nicht an der Nase herumführen;18.01.2013
1685119209-37;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;Einkommensverteilung: Das Missverständnis mit der Armut;https://www.zeit.de/wirtschaft/2013-01/armutsbericht-einkommen-lohnentwicklung;Das Missverständnis mit der Armut;21.01.2013
1685119212-38;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;Weltwirtschaftsforum: Schwab sieht Weltwirtschaft noch immer bedroht;https://www.zeit.de/wirtschaft/2013-01/davos-weltwirtschaftsforum-klaus-schwab;Schwab sieht Weltwirtschaft noch immer bedroht;22.01.2013
1685119215-39;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;Fachkräftebericht: Regierung besorgt über geringe Jobchancen von Ausländern;https://www.zeit.de/wirtschaft/2013-01/fachkraeftemangel-deutschland-initiative-arbeitsministerium;Regierung besorgt über geringe Jobchancen von Ausländern;23.01.2013
1685119218-40;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=474;EU-Referendum: Europa verärgert über Camerons Egotrip;https://www.zeit.de/politik/ausland/2013-01/cameron-eu-referendum-fabius-westerwelle;Europa verärgert über Camerons Egotrip;23.01.2013
1685119224-41;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Weltwirtschaft: Deutschland, der Gewinner von gestern;https://www.zeit.de/2013/05/Weltwirtschaft-Wirtschaftskrise;Gewinner von gestern;24.01.2013
1685119227-42;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Fiscal Cliff: Das kollektive Versagen der USA;https://www.zeit.de/2013/05/USA-Staatsfinanzen-Fiscal-Cliff;Das Versagen Amerikas;24.01.2013
1685119230-43;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Pro/Contra: Brauchen wir noch mehr Studenten?;https://www.zeit.de/2013/05/Studenten-Anzahl-Pro-Contra;Brauchen wir noch mehr Studenten?;24.01.2013
1685119251-44;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Bundestagswahl: Wir haben verstanden;https://www.zeit.de/2013/05/Bundestagswahl-Koalition-Regierungswechsel;Wir haben verstanden;24.01.2013
1685119253-45;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Zeitgeist: Anabolika-Europa;https://www.zeit.de/2013/05/Zeitgeist-Davos-Weltwirtschaftsforum;;24.01.2013
1685119256-46;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Rezession: Jeder vierte Spanier ist ohne Arbeit;https://www.zeit.de/wirtschaft/2013-01/spanien-arbeitslose-rezession;Jeder vierte Spanier ist ohne Arbeit;24.01.2013
1685119259-47;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Diversity: Deutsche Unternehmen werden internationaler;https://www.zeit.de/karriere/beruf/2012-11/konzerne-personal-international-mitarbeiter;Deutsche Unternehmen werden internationaler;27.01.2013
1685119262-48;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Bruttoinlandsprodukt: US-Wirtschaft schrumpft überraschend;https://www.zeit.de/wirtschaft/2013-01/usa-wirtschaft-abschlussquartal;US-Wirtschaft schrumpft überraschend;30.01.2013
1685119265-49;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;Tarifverhandlungen 2013: Die Löhne steigen – trotz erster Krisensignale;https://www.zeit.de/2013/06/Wirtschaft-Konjunktur-Arbeitsmarkt-Tarife;Lohn der kargen Jahre;31.01.2013
1685119268-50;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=473;US-Haushaltsstreit: So wollen zwei Republikaner Amerika retten;https://www.zeit.de/2013/06/USA-Fiscal-Cliff-Norquist-Feldstein;So retten wir Amerika;31.01.2013
1685119289-51;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;"Peer Steinbrück: ""Sie sind ganz schön hochnäsig""";https://www.zeit.de/2013/06/Interview-Steinbrueck-Wahlkampf;Sie sind ganz schön hochnäsig;31.01.2013
1685119292-52;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;Arbeitsmarktdaten: Zahl der Arbeitslosen steigt über die Drei-Millionen-Marke;https://www.zeit.de/wirtschaft/2013-01/arbeitslosenzahlen-anstieg;Zahl der Arbeitslosen steigt über die Drei-Millionen-Marke;31.01.2013
1685119295-53;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;Wirtschaftswachstum: Die Notenpresse ist Japans letzte Chance;https://www.zeit.de/wirtschaft/2013-02/japan-wirtschaft-zentralbank-yen;Die Notenpresse ist Japans letzte Chance;01.02.2013
1685119298-54;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;Sexueller Missbrauch: Die arabische Schande;https://www.zeit.de/politik/ausland/2013-02/aegypten-sexueller-missbrauch-revolution;Die arabische Schande;03.02.2013
1685119301-55;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;Entwicklungszusammenarbeit: Der Westen muss in Afrika für seine Werte eintreten;https://www.zeit.de/wirtschaft/2013-01/afrika-entwicklungsarbeit-investitionen-demokratie;Der Westen muss in Afrika für seine Werte eintreten;04.02.2013
1685119304-56;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;Staatliche Leistungen: Die Geldverschwendung in der Familienpolitik;https://www.zeit.de/gesellschaft/familie/2013-02/familienpolitik-leistungen-sinn-und-unsinn;Die Geldverschwendung in der Familienpolitik;04.02.2013
1685119307-57;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;"Sozialistenchef Venizelos: ""Deutschland braucht eine klare Vision für Europa""";https://www.zeit.de/wirtschaft/2013-02/evangelos-venizelos-interview;Deutschland braucht eine klare Vision für Europa;06.02.2013
1685119310-58;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;Peer Steinbrück: Es war einmal ein Plan;https://www.zeit.de/2013/07/Steinbrueck-Euro-Politik;Es war einmal ein Plan;07.02.2013
1685119313-59;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;Griechenland: Hoffen auf Peer Steinbrück;https://www.zeit.de/2013/07/Griechenland-Evangelos-Venizelos-SPD;Hoffen auf Peer Steinbrück;07.02.2013
1685119316-60;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=472;Rentner: Die letzten Edel-Rentner;https://www.zeit.de/2013/07/Demographie-Alter-Oesterreich;Die Letzten ihrer Art;07.02.2013
1685119336-61;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Arbeitsmarkt: Viele geringfügig Beschäftigte suchen mehr Arbeit;https://www.zeit.de/wirtschaft/2013-02/arbeitsmarkt-geringverdiener-jobsuche;Viele geringfügig Beschäftigte suchen mehr Arbeit;07.02.2013
1685119339-62;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Serbien: Ein Entwicklungsland auf höchstem Niveau;https://www.zeit.de/politik/ausland/2013-02/serbien-entwicklungshilfe-eu;Ein Entwicklungsland auf höchstem Niveau;08.02.2013
1685119342-63;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Johanna Wanka: Frau Dr. Ministerin, die Nächste;https://www.zeit.de/politik/deutschland/2013-02/johanna-wanka-portraet;Frau Dr. Ministerin, die Nächste;09.02.2013
1685119345-64;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Arbeitsmarkt: Politiker und Wissenschaftler fordern 30-Stunden-Woche;https://www.zeit.de/wirtschaft/2013-02/30-stunden-woche-initiative;Politiker und Wissenschaftler fordern 30-Stunden-Woche;11.02.2013
1685119348-65;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Handelshemmnisse: EU will Freihandel mit USA binnen zwei Jahren;https://www.zeit.de/wirtschaft/2013-02/freihandelsabkommen-usa-eu;EU will Freihandel mit USA binnen zwei Jahren;13.02.2013
1685119351-66;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Einwanderung: Undichtes Ventil;https://www.zeit.de/2013/08/Schweiz-Ventilklausel-Einwanderung;Undichtes Ventil;14.02.2013
1685119354-67;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Bildungsministerin: Wünsche an Wanka;https://www.zeit.de/studium/uni-leben/2013-02/wuensche-an-wanka-studenten-bildung;Wünsche an Wanka;14.02.2013
1685119357-68;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;"Philipp Rösler: ""Die Union hat keine Alternative""";https://www.zeit.de/2013/09/Roesler-Interview-Wahlkampf;Die Union hat keine Alternative;21.02.2013
1685119360-69;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Armuts- und Reichtumsbericht: Opposition wirft Schwarz-Gelb Zensur vor;https://www.zeit.de/politik/deutschland/2013-02/bundestagsdebatte-armuts-und-reichtumsbericht;Opposition wirft Schwarz-Gelb Zensur vor;21.02.2013
1685119363-70;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=471;Übernahmen: Amerikas Konzerne im Kaufrausch;https://www.zeit.de/wirtschaft/unternehmen/2013-02/konzerne-usa-uebernahmen;Amerikas Konzerne im Kaufrausch;22.02.2013
1685119369-71;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;Politiker-Rhetorik: Koalition der Kehrtwenden;https://www.zeit.de/politik/deutschland/2013-02/koalition-homo-ehe-merkel-umfaller-fdp-mindestlohn;Koalition der Kehrtwenden;26.02.2013
1685119372-72;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;"Ägypten: ""Das Schlimmste, was uns passieren konnte, war die Revolution""";https://www.zeit.de/wirtschaft/2013-01/aegypten-wirtschaft-krise;Das Schlimmste, was uns passieren konnte, war die Revolution;09.01.2013
1685119375-73;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;Arbeitsmarkt: Experten fordern Feiertage für Muslime und Juden;https://www.zeit.de/gesellschaft/zeitgeschehen/2013-02/feiertage-muslime-juden;Experten fordern Feiertage für Muslime und Juden;27.02.2013
1685119378-74;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;Arbeitslosigkeit: Die Uckermark kämpft;https://www.zeit.de/wirtschaft/2012-11/uckermark-arbeitslosigkeit;Die Uckermark kämpft;29.11.2012
1685119381-75;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;Parlamentswahlen: Portugals verdrossene Generation;https://www.zeit.de/politik/ausland/2011-05/Portugal-Parlamentswahlen;Portugals verdrossene Generation;03.06.2011
1685119384-76;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;"Mindestlohn: ""Die britische Lösung ist attraktiv""";https://www.zeit.de/2013/10/Gesetzlicher-Mindestlohn-Joachim-Moeller;Die britische Lösung ist attraktiv;28.02.2013
1685119387-77;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;"Konsum: ""Endloses Wachstum ist sinnlos""";https://www.zeit.de/2013/10/Konsum-Gespraech-Skidelsky;Endloses Wachstum ist sinnlos;28.02.2013
1685119390-78;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;Arbeitszeit: 30-Stunden-Woche bei vollem Lohnausgleich ist machbar;https://www.zeit.de/2013/10/Arbeitszeit-30-Stunden-Woche;Warum die Kritiker irren;28.02.2013
1685119407-79;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;Bundesagentur: Arbeitsmarkt hält Konjunkturschwächen stand;https://www.zeit.de/wirtschaft/2013-02/arbeitslose-bundesagentur-februar;Arbeitsmarkt hält Konjunkturschwächen stand;28.02.2013
1685119409-80;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=470;Jobcenter: Arbeitsagentur verlangt Hartz-IV-Reform;https://www.zeit.de/wirtschaft/2013-03/reform-hartz-iv-jobcenter;Arbeitsagentur verlangt Hartz-IV-Reform;01.03.2013
1685119415-81;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Soziale Gerechtigkeit: Die Krise der 99 Prozent;https://www.zeit.de/wirtschaft/2013-03/usa-einkommen-finanzkrise-soziale-gerechtigkeit;Die Krise der 99 Prozent;01.03.2013
1685119418-82;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Wirtschaftskrise: Polens erste Krise in der Marktwirtschaft;https://www.zeit.de/wirtschaft/2013-03/polen-wirtschaftskrise;Polens erste Krise in der Marktwirtschaft;04.03.2013
1685119421-83;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Einkommensverteilung: Kabinett billigt Armuts- und Reichtumsbericht;https://www.zeit.de/wirtschaft/2013-03/armuts-und-reichtumsbericht-verabschiedet;Kabinett billigt Armuts- und Reichtumsbericht;06.03.2013
1685119424-84;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;"FDP-Arbeitsmarktexperte: ""Wir wollen faire Löhne""";https://www.zeit.de/politik/deutschland/2013-03/fdp-mindestlohn-lohnuntergrenzen-union-interview-vogel;Wir wollen faire Löhne;06.03.2013
1685119427-85;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Generation Y: Wollen die auch arbeiten?;https://www.zeit.de/2013/11/Generation-Y-Arbeitswelt;Wollen die auch arbeiten?;07.03.2013
1685119430-86;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Bankergehälter: Ein Gesetz gegen die Gier;https://www.zeit.de/2013/11/Pro-Contra-Begrenzung-Managergehaelter-Bonuszahlung;Brauchen wir ein Gesetz gegen Gier?;07.03.2013
1685119433-87;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Zeitgeist: Euro-Krise, Teil 2;https://www.zeit.de/2013/11/Zeitgeist-Euro-Krise;;07.03.2013
1685119436-88;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Gesundheitswesen: Rücklagen gesetzlicher Krankenversicherung auf Rekordhoch;https://www.zeit.de/wirtschaft/2013-03/rekordruecklagen-krankenkassen;Rücklagen gesetzlicher Krankenversicherung auf Rekordhoch;07.03.2013
1685119439-89;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Agenda 2010: Schröders umstrittenes Erbe;https://www.zeit.de/politik/deutschland/2013-03/altkanzler-schroeder-jahrestag-agenda2010;Schröders umstrittenes Erbe;11.03.2013
1685119455-90;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=469;Grüne: Trittin greift SPD wegen Hartz IV an;https://www.zeit.de/politik/deutschland/2013-03/trittin-spd-agenda-2010-folgen;Trittin greift SPD wegen Hartz IV an;12.03.2013
1685119461-91;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Alt-Kanzler: Gerhard Schröder wird von der SPD gefeiert;https://www.zeit.de/politik/deutschland/2013-03/gerhard-schroeder-von-spd-fraktion-gefeiert;Gerhard Schröder wird von der SPD gefeiert;12.03.2013
1685119464-92;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Hartz-IV-Reformen: Halbherziger Empfang für Schröder bei der SPD;https://www.zeit.de/politik/deutschland/2013-03/SPD-schroeder-agenda-2010-fraktion;Halbherziger Empfang für Schröder bei der SPD;12.03.2013
1685119467-93;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Agenda-Debatte: Florida-Rolf ist nicht fort;https://www.zeit.de/politik/deutschland/2013-03/agenda2010-sozialgesetze-arbeitslosigkeit;Florida-Rolf ist nicht fort;13.03.2013
1685119470-94;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Zuwanderung: Das umkämpfte Haus der Roma;https://www.zeit.de/2013/12/Duisburg-Roma-Zuwanderung;Das umkämpfte Haus;14.03.2013
1685119473-95;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Master of Business Administration: Vom Studenten zum Manager;https://www.zeit.de/2013/12/C-Spezial-MBA-Service;Fallstudien für Manager;14.03.2013
1685119476-96;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Agenda 2010: Über das Ziel hinausgeschossen;https://www.zeit.de/2013/12/Goering-Eckhardt-Trittin-Agenda2010;Über das Ziel hinausgeschossen;14.03.2013
1685119479-97;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Generation Y: Wir stehen unter Druck;https://www.zeit.de/2013/12/widerspruch-generation-y-aengste;Unter Druck;14.03.2013
1685119482-98;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Schulreform: G8 oder G9?: Schadet G8 den Schülern?;https://www.zeit.de/2013/12/G8-Diskussion-Nachteile;Schadet G8 den Schülern?;14.03.2013
1685119497-99;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Spanien: Rajoy, ein Maschinist der Macht;https://www.zeit.de/2013/12/Staatskrise-Spanien;Der rätselhafte Herr Rajoy;14.03.2013
1685119500-100;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=468;Reformpolitik: Die fatalen Lehren aus der Agenda 2010;https://www.zeit.de/2013/12/01-Agenda-2010;Politik entfesseln;14.03.2013
1685119506-101;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=467;Reformen: Die Agenda 2010 war ein unerwarteter Erfolg;https://www.zeit.de/wirtschaft/2013-03/agenda2010-reformen-erfolg;Die Agenda 2010 war ein unerwarteter Erfolg;14.03.2013
1685119509-102;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=467;"Zukunft der Arbeit: ""Die Schwachen könnten untergehen""";https://www.zeit.de/karriere/beruf/2013-03/interview-zukunft-arbeit-al-ani;Die Schwachen könnten untergehen;11.03.2013
1685119512-103;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=467;Studie: Für viele Frauen wird der Minijob zur Falle;https://www.zeit.de/karriere/beruf/2013-03/studie-minijobs;Für viele Frauen wird der Minijob zur Falle;18.03.2013
